nama,fakultas,nilai_kal,nilai_fis,nilai_kim
Akhdan Butar,FITB,45.76,43.77,63.65
Matthew Alvandhyto,STEI,51.91,50.21,42.91
Adilia Harigo,FITB,44.02,49.44,57.13
Dimas Putra,SF,61.46,61.04,55.77
Cahyani Happy,STEI,52.69,57.31,43.66
Wicaksono Suha,SBM,65.61,68.13,65.18
Ivana William,FMIPA,48.6,51.97,65.72
Jonur Aditya,FTTM,39.63,43.74,58.65
Vincent Soetanto,FMIPA,49.76,55.28,55.84
Wahyu Fairuz,FSRD,71.43,76.28,52.09
Jeremy Utama,SF,61.1,66.53,67.09
Adelia Renaldy,FITB,45.08,49.32,67.46
Mukminin Ulul,STEI,52.34,58.02,63.04
Rizqi Anugerah,FTSL,36.93,39.47,54.59
Purba Prabaswari,FTSL,37.6,41.26,57.63
Vincentius Parulian,FTSL,34.74,39.35,42.58
Al Zaini,FTMD,57.55,58.06,52.55
R. Samiaji,FITB,46.33,48.6,50.99
Furqan Regina,SF,60.37,61.79,61.85
Muhammad Khalil,SAPPK,48.08,51.56,51.48
Zukhruf I,FTMD,59.11,59.94,45.1
Yulianty Cyrilla,STEI,52.72,50.66,63.35
Shinta Rusadi,FMIPA,49.77,51.11,61.93
Adnyana Kusumahatmaja,SITHS,62.22,62.19,63.99
Mutia Zaki,SBM,68.02,68.62,62.37
Primasona Satrio,FMIPA,49.28,48.02,60.12
Glassyderia Naufal,SITHR,63.62,60.54,75.85
Rizaldy Fathur,FITB,45.85,49.35,65.76
Nurul Muhamad,SITHR,64.02,60.81,58.78
Bernardi Irfan,FSRD,72.7,72.62,55.94
Aji ghaitsa,STEI,55.37,58.33,53.1
Didong Lendra,STEI,52.54,54.18,42.18
Naufal Mohammad,SITHR,65.1,61.76,61.55
Shalia Muhammad,FTMD,56.09,59.1,65.41
Ruth Ajiwibowo,STEI,56.02,57.83,65.08
Muhamad Setiawan,STEI,54.9,56.85,58.77
Hilarius Nuridzati,FTSL,33.58,32.64,61.95
Puti Muhammad,FMIPA,50.94,51.24,59.14
William Alfian,FTMD,57.99,61.18,49.61
Fauzia Erinda,FTTM,39.64,44.2,61.49
Muhammad Suci,FTTM,40.58,43.6,55.98
Nasution Natasya,SBM,68.48,69.47,60.26
Muthmainah Leman,SITHS,62.55,59.67,46.11
Rosa Iskandarsjah,FTSL,28.81,27.47,78.65
Pitrania Andreas,SAPPK,47.66,50.22,52.83
Aulia Putra,FTSL,32.43,42.86,60.49
Putra Maulana,FTSL,36.34,38.1,58.34
Akmal Untoro,STEI,52.49,52.91,60.51
Elvina Soegianto,STEI,54.48,57.72,58.68
Maraya M.,SAPPK,47.73,46.67,65.2
Nur Habib,FITB,44.88,47.44,44.77
Shafira Vinaya,FTSL,36.33,44.67,59.73
Rai Agata,FTTM,43.31,46.39,70.18
Alvi Syabina,STEI,55.85,54.61,61.61
Bhary Bidzikrillah,STEI,55.44,58.46,59.69
dwi Yohanes,FTSL,33.16,35.72,65.42
Pakerti Nugraha,FTSL,27.37,33.74,58.85
Hilda Fadhilah,STEI,51.96,52.7,54.25
Sari Rafael,FMIPA,49.61,54.5,70.26
Elsa Jihad,SBM,65.68,68.68,59.42
Chiong Bangun,STEI,53.75,56.33,61.84
Nico Ammar,STEI,52.22,59.93,62.36
Prasetyo S,FTTM,42.28,47.34,62.33
Efansyah M.,STEI,53.69,57.46,64.63
Sadewa Nurkarim,FTTM,42.58,42.36,58.65
Kezia Izzulhaq,FITB,45.36,48.6,58.87
Wildhon Giovani,FTSL,29.2,34.29,72.1
James Syachariq,SF,60.83,61.87,52.7
Fudin Zul,SBM,67.26,71.9,46.77
Widyatmoko Theo,FTMD,58.02,60.07,73.79
Lutfiah Al,SITHS,62.31,64.15,68.41
Mulyana Noor,FTMD,59.11,61.93,60.24
Anifa Naomi,STEI,53.87,52.98,78.54
Isramiharti Rizky,FSRD,81.05,89.47,65.14
Azka Putri,FTSL,29.64,35.25,47.63
Nurazizah Daffa,FITB,43.83,46.94,66.28
Selina Silaban,FTMD,59.32,62.4,49.9
Wilson Ilyas,STEI,54.8,57.01,59.87
Abyan Salsabila,FTMD,57.02,60.42,49.55
Widyadhana Budimansyah,FSRD,73.19,72.8,54.83
Yulistyani Wibowo,FTSL,33.55,38.0,59.88
Sabina Arya,FTSL,29.72,31.9,58.51
Raiza M.,STEI,53.28,55.21,70.84
Risang Azmina,FMIPA,51.55,53.66,56.77
Wicaksono Theresia,FTSL,36.43,41.28,66.72
Ilham Fitrotullah,FSRD,82.35,86.04,51.81
Silalahi Gwyneth,SAPPK,46.65,51.96,68.34
Nevin Yassar,FITB,44.07,46.79,54.66
Fadya Nida,FSRD,81.27,76.21,60.4
Firdauz Nabila,FTSL,16.9,28.37,55.3
Abdurrahman Yuman,STEI,54.93,57.61,53.42
Fashla Muhammad,FMIPA,50.31,46.13,59.24
Akbar Khansa,STEI,54.07,57.85,61.47
Nur Naura,FTSL,27.53,34.04,61.56
Zalfa Putri,SBM,69.43,70.85,47.49
Viegho Thalia,FTTM,37.92,47.08,57.89
Andjani Baraka,SAPPK,47.43,54.48,48.4
Nihayah Iman,STEI,53.64,58.62,63.11
Firdaus Ramadian,FTTM,38.26,38.82,36.55
Yasmin Budiman,SBM,68.11,72.63,61.03
Valeria Pane,SITHS,62.29,63.35,48.04
Taufiqurrahman Feodora,SITHR,63.89,61.58,59.15
Sukma Immanuel,FTMD,59.52,62.47,50.34
Fa'iq Raffa,SAPPK,47.77,51.57,71.68
Aldrino Rose,STEI,53.03,57.34,40.21
Asyam Farra-Izadi,FTMD,57.44,66.95,52.64
Sigiro Sihombing,SITHR,63.52,72.75,51.47
Adyatma W,SF,61.26,59.95,58.47
Pramesti Fadhilatunnisa,STEI,53.59,58.36,64.94
Allysa Pratama,SBM,65.86,62.8,73.19
Adhika Oviandri,FTMD,57.29,62.55,46.53
Dipa Sinaga,FTSL,34.34,45.79,47.47
Kuswanto Ramadhon,FTSL,27.1,31.13,42.87
Andrea Salsabila,SITHS,61.61,64.67,45.69
Samuel Leonardus,FITB,46.23,47.45,57.65
Raden Lesmana,FTTM,40.67,46.69,63.43
Widyadari Uswatun,FITB,44.79,49.69,76.93
Nurmalita Yasfi,STEI,52.6,53.63,60.84
Ignacia Kirana,FTTM,38.18,36.06,52.77
Trisaputra Dewi,SF,60.13,64.81,79.03
Muhammad Hanifa,SITHR,63.01,66.97,39.08
Yoshuara Irawan,FTMD,59.3,59.84,52.38
Nurinnisa Anak,STEI,55.52,60.95,74.76
Wicaksana Khansa,SITHR,64.33,65.98,56.53
Rafiq Joan,FSRD,77.06,78.34,59.15
Nadia Muhammad,SBM,66.38,68.51,67.16
Nathaniel Bagas,FITB,43.71,42.89,57.71
Audreysha Damara,FMIPA,51.29,54.01,64.7
Claresta Zepanya,FSRD,79.72,78.33,57.87
Muhammad P,SBM,65.7,70.41,65.85
Rizal Fauzia,SBM,65.97,65.25,56.6
Septricia Michael,SBM,65.83,66.1,41.05
Sulthana Dewi,FTSL,27.83,27.8,40.51
Alfuady Rico,SF,60.34,66.62,53.91
Azka Setiawan,FSRD,84.09,87.45,57.72
Hasan Arshel,FTTM,38.37,41.98,53.71
Firyal Yohanes,SBM,65.59,64.76,39.19
Fatima Nissi,SF,60.02,66.2,56.27
Prihantoro Franklin,FMIPA,48.72,54.35,48.64
Muhammad Yusril,FSRD,89.49,91.53,54.76
karin Eridani,FSRD,84.98,82.12,54.15
Hasna Insan,FTTM,41.67,42.72,48.95
H. Ghazian,SBM,66.57,71.58,66.7
Dinia Faizi,FTSL,36.65,43.02,61.28
Immanuel Addison,STEI,54.27,53.08,54.79
Aisyah Gema,FTMD,57.36,59.65,60.0
Shifra Aufa,FTTM,39.97,42.21,51.14
Setiawan Mansyl,FITB,45.26,44.53,62.18
Dhimas Irawan,FTTM,42.88,46.11,64.71
Allaam Muhammad,FTMD,58.71,57.54,52.38
Fatanillah Fadhlan,SBM,69.63,72.08,70.4
Zaky Putri,FMIPA,51.15,49.1,54.28
Zahra Azka,FTTM,40.92,44.17,57.94
Vio Arkananta,FTSL,26.87,32.84,58.08
Zahra Mubarokkhan,FTTM,42.6,41.76,77.29
Salahudin Eagan,SF,60.28,64.46,44.71
Putri Ardiyana,FTSL,36.74,41.64,62.58
Calvin Rafsanjani,SBM,66.0,71.8,66.31
Hadziq Naufal,SITHR,63.11,67.53,59.7
Dea Fariq,SITHR,64.18,64.63,76.12
Kusuma Anandito,FTTM,41.89,44.08,59.54
Setiawan Rama,SAPPK,48.0,49.17,63.96
Maharani Abdul,SF,59.81,58.84,47.82
Muhammad Ir,FTSL,24.87,28.12,53.84
Fauzia Muhammad,FTTM,41.2,49.56,46.74
Mohamad Daneswara,FTTM,40.29,42.49,53.27
Chrisna Rosyidatunnajah,FITB,45.32,45.25,49.0
Dakhilullah Calista,FTTM,39.21,46.08,61.66
Syaukhani Caesar,FTSL,36.74,36.71,74.13
Ranandya Safinka,SITHS,62.33,61.09,44.19
Tiara Kezia,FSRD,69.86,71.64,59.72
Sitorus Saddan,FTTM,38.39,43.79,38.61
Reynaldi Aisha,SBM,66.08,63.52,60.64
Wisnuwardhana Alhusna,STEI,53.01,58.98,58.7
Naura Rahmani,SITHS,62.31,56.1,58.88
Jonur Annas,STEI,54.52,56.92,57.18
Nurfadila Ravshan,SITHR,65.02,63.77,45.55
Fatah Geraldo,SAPPK,47.34,49.19,68.56
Adam Ghifari,FTTM,38.34,43.12,56.02
Anra Rembulan,FSRD,78.53,85.43,56.54
Mulyana Pronodjojo,FITB,46.19,52.04,80.44
Priananda Fariq,SITHS,62.63,68.27,68.99
Nur Raden,FITB,44.63,49.59,59.42
Christopher Glens,FTSL,34.49,35.79,44.46
Samuel Lay,STEI,52.03,54.59,54.6
Anindita Nurrasyid,FTSL,36.02,39.25,40.38
Vieri Nilam,STEI,54.07,51.29,67.29
Ramadhani Daffa,FTTM,39.92,48.86,62.62
Kartikawati Bernardi,FTMD,58.39,62.75,61.05
Aniqa Vidyana,FTTM,37.89,44.72,54.22
Kinanti Alvaro,FSRD,74.84,76.7,61.3
Herlina pramesti,FTMD,59.3,57.37,52.08
Nicole Muhammad,STEI,54.47,61.07,67.0
Bagas Rahman,FTMD,58.91,58.26,48.57
Dwijokongko Nadia,STEI,52.57,49.26,56.74
Zahra Baihaqqi,FTMD,58.94,59.71,57.67
Ayuntha Husyen,FTTM,40.08,41.68,53.84
Aflahal Dewi,FMIPA,50.72,54.3,74.55
Jeffrey Giselza,FTMD,58.44,55.65,59.21
Huwaida Raditya,FTSL,26.4,31.61,48.12
Ichsan Bana,FTTM,39.62,41.99,59.34
Dini Winnilaswita,FTSL,33.01,38.06,56.91
Azalea Hyuga,FMIPA,48.34,54.12,57.64
Aqilah Mawardi,FSRD,69.72,69.56,52.41
Akhdan Yedija,FTTM,41.44,45.35,45.47
Nainggolan Putri,FTTM,41.83,47.45,46.6
Fathiyah Pondamari,SBM,67.47,68.39,67.85
Khairunnisa Sofwan,FTSL,34.03,44.53,56.73
Nafsa Swastia,SAPPK,46.8,50.26,55.25
Tandoko Shana,FSRD,71.38,70.48,54.04
Kanza Paramawasti,SITHR,65.12,69.65,60.91
Putri Mohamad,FTSL,29.94,32.89,45.61
Pierson Toar,STEI,52.6,56.12,78.0
William Azmi,SBM,69.44,73.85,54.17
Rheza Dwika,FTMD,59.48,63.0,67.85
Wahid Nur,STEI,55.08,55.03,65.94
Dina R.,FTMD,56.1,60.51,67.51
Wira Hutabarat,SITHS,62.03,69.87,65.27
I'tiya Ananda,FTTM,41.78,43.2,61.42
PAULINE Hafidh,STEI,55.82,52.3,71.05
Dzul Jo,SBM,65.56,67.94,53.17
Gede Aulia,SITHR,63.44,67.37,61.93
Alexander Sabrina,FITB,43.67,54.42,49.63
Felix Alhaddad,FTSL,35.62,39.45,72.29
Dwinita Valencia,FTTM,41.39,43.7,60.8
Rafsanjani Hasan,FSRD,73.47,73.43,66.48
Puspita Nainggolan,FSRD,74.56,71.8,61.29
Jihan Hanindya,FITB,44.72,49.15,70.57
Indriani Mufida,FITB,43.85,42.6,56.0
Muttaqien Lugas,FTSL,36.36,43.74,48.46
Hasudungan Gibran,FTMD,56.92,57.36,71.53
Agung Muhammad,FTMD,58.89,61.79,53.86
Mifdatus Debora,SAPPK,46.66,50.61,56.73
Orvala Sandy,SITHS,62.36,61.74,58.74
Dimas Furqan,FMIPA,51.48,50.01,54.94
Rafida Irene,STEI,53.29,54.42,73.16
Ayu nigel,FMIPA,50.79,49.42,71.96
Rifky Karin,FMIPA,49.8,54.59,67.5
Giulietta Muchamad,FTTM,42.03,41.36,74.71
Padmanatha Fernanda,FTMD,59.61,63.96,46.44
Antonio Leonard,SBM,66.4,68.31,49.95
Erica Alamsyah,SAPPK,47.02,54.72,64.49
Rizky Tan,FITB,45.56,50.43,55.6
Carlin Aidah,FSRD,80.82,78.61,65.3
Sugijanto Melisa,STEI,54.74,58.72,62.14
Ichwan Pria,SF,60.36,63.62,48.59
Annas Khairunnisa,SITHR,63.96,69.22,40.53
Feodora Qonita,STEI,53.79,60.7,62.75
Dimas Puan,FTTM,41.28,40.38,52.23
Clarissa Anais,STEI,52.07,54.72,52.91
Adelbert Anggit,FITB,44.29,50.63,56.39
Witania Christoffel,FTMD,58.29,62.63,55.22
Ngurah Gading,SBM,69.21,76.2,61.22
Fatimah Almalorenza,FITB,46.47,44.36,64.84
Andi Bagus,FTTM,43.36,50.62,57.2
Harwiz Difo,SF,59.95,63.04,55.01
Simanjuntak Tri,FTTM,39.15,45.16,60.44
adella anita,FMIPA,48.24,51.29,65.84
Sherina Algifari,FMIPA,51.32,54.28,51.93
Satya Azmi,FTSL,35.81,44.53,59.79
Gumay Muhammad,FTTM,40.41,45.69,57.68
Gibran Tirta,FTMD,57.7,63.77,48.49
BILLIFIE Anastasia,FITB,45.89,53.16,46.88
Tsamrotul Hanugh,SAPPK,47.41,55.82,67.55
Elisa Luong,FITB,45.19,42.1,55.27
Senna Christopher,FTSL,37.47,37.88,58.92
Adriansyah Pane,FTSL,30.18,36.35,63.87
Irfa'i Ardiyana,FTTM,41.66,47.05,63.22
Aurelia Muhammad,SITHR,64.05,66.02,49.54
Nur Soempeno,FSRD,76.67,81.05,41.35
Berkat Irena,STEI,53.98,50.64,56.69
Arafani Howie,FMIPA,48.24,49.1,60.35
Amalia Altania,SBM,66.15,68.76,72.91
Rubidiani rafi,STEI,54.07,57.95,57.82
Muhammad Husnaini,FTTM,42.24,45.68,56.67
Putri Prasetio,FITB,44.29,42.82,67.13
Mutu Abdurrahman,FMIPA,49.46,56.66,72.11
Adinda Chaijaya,FITB,46.12,48.79,47.85
Daffa Rifda,FTSL,35.82,37.73,55.33
Rahadyan M.,SBM,65.68,64.03,56.44
Caronica Rustam,FMIPA,50.54,55.83,37.8
Sakon Maharani,STEI,55.03,57.92,54.55
Sri Fidela,STEI,53.69,56.69,58.9
Matthew Faizureen,FTSL,35.48,40.25,57.34
Shafina Irsya,SBM,69.44,72.01,68.4
Narendra Renata,FTSL,36.21,38.24,49.69
Putra Hasugian,STEI,52.15,55.73,67.57
andhika Aquilla,FTMD,56.37,60.91,65.77
Fanny Afra,FITB,45.0,47.36,63.64
Afikri Jessica,FTSL,33.53,32.93,59.99
Hana Az-zahra,SAPPK,47.75,54.47,49.83
Rayhan Ayyasy,SF,61.28,62.03,71.73
Bachrul Khairani,FTMD,57.84,59.75,56.88
Priscilla Sianipar,FMIPA,51.07,50.47,47.65
Restu Tiara,FSRD,92.0,92.48,39.9
Fadhilah Dinan,SBM,66.16,66.47,61.68
Mangalo Imanuel,FSRD,86.61,81.93,45.15
Simarmata Nooriliefa,SF,61.32,63.31,61.05
Angelia Usamah,SAPPK,46.71,53.63,58.62
Simatupang Maralus,FTMD,56.24,56.11,40.74
Priyono Achmad,SITHR,64.75,66.83,58.07
Reynaldo Naurah,FMIPA,50.34,52.87,79.06
Mochammad Ghifari,FMIPA,49.89,51.54,64.5
Prasetyo Ayu,FSRD,77.32,78.04,66.81
Gabriella Vincent,FITB,46.38,49.58,40.82
Luthfi Amadea,FTTM,38.78,43.6,55.76
Tsara Ummu,STEI,54.54,52.29,64.49
Putri Zukhrufa,FTTM,42.91,48.21,58.58
Prakusya Aprinda,SAPPK,47.47,51.2,59.02
Muhammad Erick,FMIPA,51.17,57.06,41.97
Arya Athallah,FITB,46.23,57.38,56.16
Kusuma Alena,FTSL,30.95,30.34,44.42
Ayuningtyas Nur,SF,60.61,63.96,34.44
Dave Rifqi,FSRD,73.73,76.02,38.29
Supit P,FTTM,38.75,41.19,53.42
Lokitha Arsy,SITHR,62.79,66.19,71.48
Dwi M,FTSL,35.83,36.16,78.6
Giselza Rif'at,SITHS,62.39,67.89,51.44
Raziqin Hoesan,STEI,52.84,55.47,53.72
Risman Bintari,FITB,44.79,48.85,50.71
Safira Dwi,SBM,66.9,69.17,49.62
Ramdhani Murtaqib,FSRD,74.59,79.86,52.21
Aruna Alfajri,FTTM,40.56,48.77,58.54
Nurazizah Bonaventura,FMIPA,50.99,54.05,43.39
Putra Akmal,FTTM,42.19,45.17,72.72
Lula Ferullah,SBM,67.85,68.64,50.86
Kristo Ferdinand,FSRD,79.93,79.47,52.76
Sari Dzunurain,STEI,53.61,57.89,45.87
Athia Syahrul,FITB,44.17,48.6,59.96
Amatul Najlaa,SAPPK,47.48,53.24,62.85
Muhammad Adriansyah,FTTM,41.09,47.91,60.68
William Christopher,FMIPA,48.29,52.1,58.13
Gunawan Maliky,FTTM,41.35,45.9,72.28
Basar Karel,FTTM,42.4,44.42,61.82
Najwa Samuel,STEI,52.3,56.3,52.22
Rahadatul Ramadhan,STEI,54.44,56.07,55.24
Gede Huwaida,FTTM,43.0,45.05,68.16
Hanindyari Fachriza,SF,60.44,64.03,62.38
Putri Alena,STEI,54.44,54.31,69.83
Syihabudin Bagaswara,FTSL,36.48,43.93,53.14
Alzena Joan,FMIPA,50.01,48.8,75.91
Nyoman Zaneta,STEI,54.25,58.06,73.38
Geoffrey Shabrina,SF,60.92,67.6,65.91
Liora Nurul,FMIPA,50.32,53.6,54.88
Sabila Veiro,FSRD,77.01,76.99,69.05
Avicenna Putri,FITB,43.85,41.71,51.71
Marcellino Ghifari,FMIPA,51.26,51.3,53.83
Jeremy Muhammad,FTSL,31.27,43.52,58.74
I Andisha,STEI,54.99,59.17,74.56
Adityo Shakeela,FTSL,35.88,36.76,65.96
Puti Fitria,FTSL,23.57,29.98,62.74
Tsaqif Muhammad,FMIPA,51.52,53.49,53.53
Dhana Guntoro,FTMD,58.52,56.37,59.25
Alphin Najla,FTTM,38.89,50.69,45.22
Karunia Fairuz,FTSL,36.03,42.39,67.4
Debora Ghifari,FTMD,59.01,60.62,42.22
Ilmar W,FSRD,74.38,76.71,48.99
Catherina Muhammad,STEI,52.6,50.95,44.75
Femmy Akbar,SITHR,62.87,62.17,35.28
Husna Arisa,SITHR,65.11,70.2,67.33
Fransiska Ruliff,FITB,43.61,46.93,75.92
Safira Pasha,FTTM,43.13,45.5,64.93
Malik Oktavina,FTTM,38.87,44.39,58.58
Arya Buwono,STEI,52.96,56.73,70.53
Capriano Kaisar,FITB,43.91,51.34,76.15
Syahputra Nabiel,SBM,68.35,71.14,40.49
Nur Muhammad,FMIPA,49.21,55.55,59.75
Dasha Rizki,FITB,44.77,51.06,81.73
Putri Pradana,SF,60.18,64.11,60.24
Mufiddin Harahap,FMIPA,50.84,52.98,39.12
Revy Sekar,FSRD,71.13,67.08,44.02
Vicky Tiomar,STEI,55.94,56.92,66.65
Gracia Subhakti,FITB,45.71,49.27,51.61
Dara Joseph,SAPPK,47.42,44.85,57.08
Regina Fatika,FTSL,36.22,43.66,53.81
Oviandri Sania,FSRD,84.62,79.95,62.85
Aditya Putri,FMIPA,49.26,51.88,61.3
Juliana Muhammad,STEI,54.82,59.92,70.57
Jevon Tangguh,FMIPA,50.42,48.15,84.92
Marcellino ilyasa,FITB,44.37,45.14,58.63
Elvira Hidayat,FTSL,27.15,23.99,54.97
Adry Naufal,FTTM,41.91,43.86,71.49
Carissa Adellia,SF,60.26,66.81,66.23
Nyoman Muhammad,FTSL,35.03,34.07,45.26
Zunnurain Albert,FTSL,28.53,31.51,42.78
Habibi Usman,FMIPA,49.12,48.83,58.5
Hambali Angeli,FTMD,58.37,58.29,51.47
Meisya Pertiby,FTSL,29.63,31.6,45.94
Kartika Santikasari,FITB,43.97,44.13,68.5
Reza Septiana,FTSL,29.16,30.37,58.02
I'tiya Tua,FMIPA,49.26,49.22,52.25
Yeremia Anak,SBM,68.91,73.59,60.35
Dimas Cendekia,FMIPA,50.88,56.41,57.68
Glens Marsya,FITB,45.18,48.15,68.58
Jihad Laksamana,FTTM,43.21,49.56,60.19
Irfani Andy,FTSL,33.97,38.75,73.72
Aini Sarah,FTSL,32.99,38.44,61.24
Jalu Tohada,FTMD,56.3,55.75,58.39
Kosasih Risma,FITB,46.32,53.89,62.11
Sofistika Fajar,SF,60.32,58.92,75.2
Novia Adyla,FTMD,58.72,64.62,55.22
Niraizi Sastra,SF,61.34,65.87,53.88
Harsa Andiyanti,SAPPK,47.67,54.04,56.81
Shufi Paturohman,FTTM,42.29,45.32,55.18
Olivia Daffa,FTTM,40.01,45.27,62.46
Bobby Sadhana,FSRD,73.45,79.54,73.33
Alvonda Bintang,FMIPA,50.57,47.06,45.55
Saidpudin Yonathan,FITB,44.65,46.55,62.75
Kathleen Kamal,FMIPA,49.7,54.4,41.1
Fransiska Fayza,FTMD,59.03,56.93,55.2
Marcella Rivan,SITHR,62.97,64.29,56.25
Edward Hielmy,FTTM,41.4,45.55,50.88
Jovan Wahyu,FTTM,42.71,52.88,60.0
Vincentius Rafifalih,FTSL,23.66,30.98,53.89
Apriani Arif,FTTM,39.46,46.56,76.03
Laurencia Aulia,SBM,69.24,69.84,51.12
Muhammad Evelyn,FTSL,32.03,32.4,38.51
Prasetyo Shafira,SF,61.35,64.57,62.43
Alisha Tubagus,SBM,66.77,64.03,69.66
Zuldis M.,FTTM,43.28,46.21,58.59
Giffary Ginting,FMIPA,48.58,54.56,61.73
Agustine Cinta,SAPPK,47.52,46.24,54.56
Alshaadiq Rahman,FTSL,34.44,37.03,60.14
Vito Andhika,FSRD,78.82,77.02,54.99
Suwardana Dimas,FTSL,33.23,38.41,57.39
Dwi Marvin,FTSL,27.48,33.13,53.47
Hanady Humaira,STEI,51.85,51.24,51.57
Arum Rania,SBM,68.54,64.76,59.01
Tri Daffa,FTTM,41.1,51.7,79.19
Putri Fadhillah,STEI,53.6,53.59,62.28
Rafi Zulafa,SITHS,61.62,69.82,69.69
Rafli Az,STEI,54.92,53.6,54.39
perdana Rizky,FTMD,59.38,65.61,62.48
Badraqa Rafelia,STEI,52.9,57.24,55.49
Vicario Rafsanjani,FMIPA,51.51,52.31,60.05
Muhammadi Jumhur,FTSL,35.56,39.49,88.38
Bonfilio Yuman,FMIPA,48.7,51.22,67.29
Mazaya Nur,SAPPK,47.74,48.08,58.47
Rimba Sapta,STEI,51.98,56.06,55.22
Diandra Ahmad,STEI,53.69,52.45,40.41
Padmanatha Amelia,SITHR,64.71,65.59,56.38
Fatima Andiyanti,SBM,67.75,72.5,62.95
Puti Aria,STEI,52.89,57.83,40.25
Kamila Insan,STEI,55.34,60.45,60.87
Febriyana Almaira,SITHR,63.47,64.52,66.2
Andiyanti Valerie,FITB,46.37,47.75,67.8
Radwa Alena,STEI,52.28,58.34,68.73
Rama Bella,SITHS,62.22,68.44,53.67
Febriyani Salma,STEI,51.87,48.53,72.13
Febrian Izzah,FTTM,40.14,34.41,47.79
Aldito Akbar,FMIPA,50.55,55.61,60.42
Ilka VIxell,FSRD,70.81,70.97,70.43
Haitami Simbolon,STEI,52.85,48.62,66.23
Valeri Muzdalifah,STEI,55.23,58.87,57.6
Dwi Muhammad,STEI,53.84,52.75,55.36
Naila Ayu,FMIPA,48.42,49.57,56.8
Dilla Cisna,STEI,53.18,60.93,55.04
Syifa Redjel,SBM,68.13,67.24,54.61
Mustafid Deandra,FTMD,58.99,60.94,67.11
Ahmad Fuadi,SITHR,62.9,63.71,68.8
Syahrulloh Kusuma,FMIPA,51.26,58.8,70.01
Ardiansyah Seto,FITB,44.29,42.16,62.27
Naomi Ikramullah,FTSL,36.37,45.0,54.29
Ameira Ferdinasari,SBM,69.1,66.95,61.63
Ramadhan Fauzan,FSRD,71.67,81.27,60.77
Izhar Fathan,FITB,46.5,57.04,69.61
Diba Muhamad,FTTM,40.04,46.95,59.92
Irawan Ilman,FTSL,24.97,30.25,66.69
Ahmad Oktavina,SBM,69.27,71.8,64.42
Putra Nazirul,STEI,56.0,60.27,57.26
Wiji Fathin,FITB,46.2,49.99,54.99
Samuel Michael,SBM,67.12,66.88,55.26
Rasyid Tasnisa,SAPPK,46.76,54.02,61.16
Amira Ramdhani,FMIPA,51.4,51.7,67.97
Abdullah Qoyyim,STEI,52.25,56.0,63.32
Shalehah Azzahra,FMIPA,50.97,50.55,59.17
mari Kosasih,FMIPA,50.58,59.4,51.0
Hamna Febrian,FTTM,40.16,44.99,61.61
tiara Nathalia,FMIPA,49.48,51.35,44.14
Todo Puteri,SBM,66.32,66.14,55.96
Annisa Dariell,FTSL,35.06,39.06,55.79
Surya Dimas,FTTM,41.01,44.06,40.24
Neysa Naufal,FITB,46.19,53.06,49.25
Athaya Rahma,SITHS,62.45,65.43,33.99
Muhammad Fauzia,FMIPA,48.96,53.76,56.56
Mahakara Yashmine,STEI,55.18,59.72,59.74
Kinasih Farandy,FTTM,38.44,38.7,58.64
Anindhita Agandra,FTTM,37.82,34.83,57.95
Jaya Y,FTTM,39.03,43.13,64.88
Calvin Aozora,FMIPA,50.05,47.41,70.73
Arisa Irfansyah,STEI,52.44,56.48,45.69
Alifia Michelle,FTMD,58.71,70.79,73.83
Hosea Putu,SAPPK,46.6,51.68,56.2
Muhammad Valencia,FMIPA,50.83,52.9,68.49
Shofi Prameswari,FTMD,58.9,61.9,58.55
Wira Su,SAPPK,47.49,44.9,63.86
Abel Muhammad,FTSL,32.33,36.47,74.44
Valentino Ferdinand,FSRD,75.44,74.16,72.82
Saputro Ahmad,STEI,52.7,53.42,45.79
Dinesh Marianto,SBM,66.87,69.62,55.66
Arumsari Ali,FTSL,31.97,44.01,56.59
Wulangsih Aisha,SBM,69.47,64.62,49.38
Anjani Yuwono,FTSL,35.76,42.75,66.51
Firyal Syifa,FTTM,40.88,43.54,61.74
Sean Mujahid,SAPPK,46.57,52.16,60.47
Aditya wardhana,SAPPK,47.3,52.87,62.14
Prasanti Darjatul,FTSL,37.16,42.91,59.4
Nazhel Idham,FTSL,32.58,39.84,56.13
Agastya Christopher,FTSL,29.87,37.15,61.63
Akbar Patricia,SF,60.73,64.8,52.45
Rizky Ummi,FTTM,41.06,45.79,58.68
Gede Gustama,SAPPK,47.14,53.26,57.61
Butar Kireina,FTSL,33.0,36.37,47.61
Umiati Kusumardhana,STEI,53.98,61.76,41.19
Classirio Athaya,FTMD,57.04,60.6,47.43
Rezky Zahrotin,FMIPA,50.17,49.95,55.33
Rossa Aglis,SITHS,62.07,65.72,49.02
Rifka Ummi,FTMD,56.83,56.86,43.76
Mursalim Matthew,FTMD,56.61,56.52,61.74
Amelia Broma,FMIPA,49.82,54.8,72.52
Mumtaz Casillas,SBM,66.07,66.0,44.18
Trizzos Ramadhan,SBM,66.22,67.32,52.07
Narayan Munggaran,FSRD,93.64,93.88,45.63
Muhammad Mulia,FITB,45.2,51.07,74.15
Hermawan Andhika,STEI,52.18,56.55,67.95
Sari Miryam,FMIPA,50.04,50.9,48.73
Aiko Rizqi,FTTM,42.53,45.82,62.23
Marcellus Chaerunissa,FSRD,71.76,70.28,62.83
